         8418060 function calls (8265897 primitive calls) in 298.835 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      165    0.000    0.000    0.020    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\templates.py:466(apply)
    19402    0.020    0.000    0.020    0.000 C:\Users\migue\anaconda3\lib\ctypes\__init__.py:514(cast)
      169    0.000    0.000    0.020    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\templates.py:266(_select)
       24    0.000    0.000    0.020    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\core\base.py:887(call_internal)
      169    0.003    0.000    0.019    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\context.py:578(resolve_overload)
       50    0.000    0.000    0.019    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typeinfer.py:1538(typeof_global)
     2723    0.011    0.000    0.019    0.000 C:\Users\migue\anaconda3\lib\site-packages\tqdm\std.py:106(release)
      126    0.001    0.000    0.019    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\types.py:33(_get_ll_pointer_type)
     1436    0.007    0.000    0.019    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\runtime\nrtopt.py:120(_move_and_group_decref_after_all_increfs)
       30    0.000    0.000    0.019    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\core\pythonapi.py:1373(to_native_value)
       85    0.000    0.000    0.019    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\binding\module.py:160(link_in)
       20    0.000    0.000    0.019    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ssa.py:26(reconstruct_ssa)
       20    0.000    0.000    0.019    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ssa.py:36(_run_ssa)
       20    0.000    0.000    0.018    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typed_passes.py:167(run_pass)
       20    0.001    0.000    0.018    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\core\inline_closurecall.py:69(run)
      253    0.000    0.000    0.018    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\lowering.py:1319(incref)
    14473    0.007    0.000    0.018    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\runtime\nrtopt.py:79(_examine_refct_op)
       53    0.000    0.000    0.018    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\base.py:428(declare_function)
       20    0.000    0.000    0.017    0.001 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\binding\executionengine.py:189(_raw_object_cache_getbuffer)
      590    0.001    0.000    0.017    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\llvmpy\core.py:161(get_or_insert_function)
     2207    0.003    0.000    0.017    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:414(__init__)
      378    0.001    0.000    0.017    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\values.py:631(descr_prototype)
      608    0.001    0.000    0.017    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\cgutils.py:858(gep_inbounds)
     2720    0.015    0.000    0.017    0.000 C:\Users\migue\anaconda3\lib\site-packages\tqdm\std.py:187(__format__)
     1662    0.008    0.000    0.016    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\runtime\nrtopt.py:29(_extract_functions)
     3660    0.004    0.000    0.016    0.000 C:\Users\migue\anaconda3\lib\_collections_abc.py:664(__contains__)
       20    0.000    0.000    0.016    0.001 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\binding\executionengine.py:171(_raw_object_cache_notify)
14819/10899    0.009    0.000    0.016    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\types\abstract.py:118(__hash__)
      220    0.001    0.000    0.016    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\postproc.py:45(livemap)
       19    0.000    0.000    0.016    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\core\callconv.py:115(raise_error)
      623    0.001    0.000    0.015    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\builder.py:854(call)
      608    0.002    0.000    0.015    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\cgutils.py:865(gep)
      220    0.001    0.000    0.015    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\analysis.py:60(compute_live_map)
       20    0.000    0.000    0.015    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typed_passes.py:729(run_pass)
     1997    0.002    0.000    0.015    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:393(__init__)
       30    0.000    0.000    0.015    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\np\npyimpl.py:161(_prepare_argument)
      440    0.001    0.000    0.015    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\analysis.py:71(fix_point)
       13    0.000    0.000    0.015    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\np\npyimpl.py:344(<listcomp>)
    12194    0.008    0.000    0.014    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\values.py:239(_get_reference)
     1286    0.004    0.000    0.014    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\context.py:528(_rate_arguments)
     2897    0.004    0.000    0.014    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\types.py:77(__call__)
4743/3586    0.004    0.000    0.014    0.000 C:\Users\migue\anaconda3\lib\contextlib.py:117(__exit__)
     4920    0.007    0.000    0.014    0.000 C:\Users\migue\anaconda3\lib\os.py:670(__getitem__)
       24    0.000    0.000    0.014    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\core\base.py:899(call_internal_no_propagate)
       15    0.000    0.000    0.014    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\core\boxing.py:433(unbox_array)
     1593    0.003    0.000    0.014    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\values.py:729(__init__)
       15    0.000    0.000    0.013    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\core\base.py:879(compile_internal)
       46    0.000    0.000    0.013    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\rewrites\ir_print.py:11(match)
     3148    0.006    0.000    0.013    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\runtime\nrtopt.py:55(_extract_basic_blocks)
     8482    0.013    0.000    0.013    0.000 {method 'sub' of 're.Pattern' objects}
      623    0.005    0.000    0.013    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:64(__init__)
      459    0.000    0.000    0.013    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\cgutils.py:142(_get_ptr_by_index)
        9    0.000    0.000    0.013    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\core\imputils.py:188(imp)
      611    0.000    0.000    0.013    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:138(descr)
     3457    0.006    0.000    0.013    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:638(descr)
       62    0.000    0.000    0.013    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\np\arrayobj.py:90(shape)
  577/504    0.000    0.000    0.013    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir_utils.py:1443(guard)
        7    0.000    0.000    0.013    0.002 C:\Users\migue\anaconda3\lib\site-packages\numba\np\arrayobj.py:406(_getitem_array_generic)
      611    0.004    0.000    0.013    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:112(_descr)
       20    0.000    0.000    0.012    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\core\compiler.py:308(__init__)
       87    0.000    0.000    0.012    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\types\misc.py:71(maybe_literal)
      543    0.003    0.000    0.012    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\analysis.py:235(compute_cfg_from_blocks)
       54    0.000    0.000    0.012    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\callconv.py:384(return_user_exc)
      220    0.000    0.000    0.012    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\transforms.py:309(canonicalize_cfg)
       61    0.000    0.000    0.012    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\binding\module.py:200(clone)
    19407    0.005    0.000    0.012    0.000 C:\Users\migue\anaconda3\lib\abc.py:96(__instancecheck__)
     2207    0.004    0.000    0.012    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:418(descr)
       20    0.000    0.000    0.012    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\core\untyped_passes.py:246(run_pass)
        8    0.000    0.000    0.012    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\np\arrayobj.py:328(basic_indexing)
      220    0.001    0.000    0.012    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\transforms.py:239(canonicalize_cfg_single_backedge)
      378    0.001    0.000    0.012    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\values.py:600(<listcomp>)
       20    0.000    0.000    0.012    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\core\transforms.py:317(with_lifting)
13874/13208    0.009    0.000    0.012    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\types\abstract.py:121(__eq__)
     7620    0.003    0.000    0.012    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\templates.py:1178(new_registrations)
      220    0.006    0.000    0.011    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\analysis.py:118(compute_dead_maps)
       85    0.000    0.000    0.011    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\binding\linker.py:5(link_modules)
       20    0.000    0.000    0.011    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ssa.py:132(_find_defs_violators)
     4743    0.004    0.000    0.011    0.000 C:\Users\migue\anaconda3\lib\contextlib.py:238(helper)
       20    0.001    0.000    0.011    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\core\byteflow.py:78(run)
    19/14    0.000    0.000    0.011    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\core\consts.py:73(_infer_expr)
       60    0.000    0.000    0.011    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\callwrapper.py:38(cleanup_arg)
     4747    0.005    0.000    0.011    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\values.py:120(__init__)
    12859    0.009    0.000    0.011    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\builder.py:338(_insert)
      220    0.001    0.000    0.011    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:176(set_weights)
      775    0.000    0.000    0.010    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\datamodel\models.py:483(getter)
       20    0.000    0.000    0.010    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\core\untyped_passes.py:118(run_pass)
        7    0.000    0.000    0.010    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\core\imputils.py:329(wrapper)
       39    0.000    0.000    0.010    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\codegen.py:700(_function_pass_manager)
  558/516    0.001    0.000    0.010    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\types\abstract.py:60(__call__)
      237    0.000    0.000    0.010    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\context.py:261(resolve_getattr)
     3371    0.002    0.000    0.010    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\binding\ffi.py:300(__del__)
      748    0.002    0.000    0.010    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\builder.py:717(alloca)
      304    0.000    0.000    0.010    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\pythonapi.py:1266(_get_function)
       43    0.000    0.000    0.010    0.000 C:\Users\migue\anaconda3\lib\pprint.py:55(pformat)
     1593    0.001    0.000    0.010    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\values.py:637(<genexpr>)
     2538    0.002    0.000    0.010    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\binding\module.py:213(__next__)
      325    0.002    0.000    0.010    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\module.py:45(add_metadata)
       40    0.000    0.000    0.010    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\context.py:332(resolve_module_constants)
      128    0.000    0.000    0.010    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\context.py:151(refresh)
        1    0.000    0.000    0.010    0.010 C:\Users\migue\anaconda3\lib\site-packages\numba\np\arrayobj.py:4746(np_column_stack)
       43    0.000    0.000    0.010    0.000 C:\Users\migue\anaconda3\lib\pprint.py:151(pformat)
       46    0.000    0.000    0.010    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\inline_closurecall.py:1301(match)
        1    0.000    0.000    0.010    0.010 C:\Users\migue\anaconda3\lib\site-packages\numba\core\lowering.py:447(lower_setitem)
      651    0.001    0.000    0.010    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\builder.py:897(gep)
   658/43    0.001    0.000    0.010    0.000 C:\Users\migue\anaconda3\lib\pprint.py:163(_format)
       45    0.001    0.000    0.010    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\inline_closurecall.py:1314(_inline_const_arraycall)
     2483    0.002    0.000    0.010    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\context.py:503(can_convert)
      744    0.001    0.000    0.010    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\lowering.py:1255(loadvar)
       20    0.000    0.000    0.010    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir.py:1549(dump_to_string)
     6480    0.007    0.000    0.010    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
       20    0.000    0.000    0.009    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir.py:1523(dump)
     1215    0.001    0.000    0.009    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\values.py:748(__str__)
     2723    0.009    0.000    0.009    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
       46    0.001    0.000    0.009    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir.py:1249(dump)
      756    0.002    0.000    0.009    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\base.py:361(install_registry)
      219    0.000    0.000    0.009    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\cgutils.py:149(__getattr__)
        1    0.000    0.000    0.009    0.009 C:\Users\migue\anaconda3\lib\site-packages\numba\np\arrayobj.py:469(setitem_array)
      112    0.000    0.000    0.009    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\cgutils.py:124(_make_refs)
      628    0.002    0.000    0.009    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\builder.py:952(insert_value)
     3575    0.003    0.000    0.009    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\binding\ffi.py:257(close)
      417    0.001    0.000    0.009    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\interpreter.py:370(_dispatch)
       23    0.000    0.000    0.009    0.000 C:\Users\migue\anaconda3\lib\pprint.py:419(_pprint_default_dict)
      850    0.001    0.000    0.009    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\cgutils.py:158(__setattr__)
     1436    0.002    0.000    0.009    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\builder.py:268(goto_entry_block)
       23    0.000    0.000    0.009    0.000 C:\Users\migue\anaconda3\lib\pprint.py:189(_pprint_dict)
      841    0.001    0.000    0.009    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:166(descr)
       20    0.000    0.000    0.009    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\lowering.py:255(setup_function)
       20    0.000    0.000    0.009    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\codegen.py:853(_add_module)
       54    0.000    0.000    0.009    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\callconv.py:352(set_static_user_exc)
       20    0.000    0.000    0.009    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\codegen.py:611(add_module)
      219    0.000    0.000    0.008    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\cgutils.py:166(__getitem__)
      108    0.001    0.000    0.008    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\cpu.py:64(load_additional_registries)
     3534    0.003    0.000    0.008    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\np\numpy_support.py:331(ufunc_can_cast)
     8005    0.004    0.000    0.008    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\types.py:30(__ne__)
